rho,seq_length,rep,seed,num_trees,wall_s,pi_i_over_pi_s,dxy_over_pi_i,pi_i,pi_s,dxy,fst
500,7344,77,101077,794,0.62,0.6288234534426714,2.1240124793238624,0.005391352545004401,0.00857371415695124,0.011451300086023814,0.3902409946011348
500,7344,78,101078,779,0.88,0.6745222069512736,2.0091382479837185,0.005870379198618305,0.008703018430114298,0.011794403378112047,0.38219013028765025
500,7344,79,101079,798,0.73,0.686306472907288,1.9561273511162516,0.00593614504793711,0.008649408511026843,0.011611855688463074,0.37195423581368703
500,7344,80,101080,828,0.92,0.694360912657566,1.9123368496154387,0.005783596655472968,0.00832938108992496,0.011060185007573563,0.36199178694868406
500,7344,81,101081,824,0.71,0.6733978464482445,1.9477311678241676,0.005646818846653281,0.008385561190070244,0.010998485066683513,0.36207668821453187
500,7344,82,101082,818,0.58,0.6904099925517999,1.9071616433410885,0.005786050805615562,0.008380601190648972,0.011034934162892805,0.35809984059973987
500,7344,83,101083,801,0.77,0.6456949855609934,1.9857008757903334,0.005622310339100134,0.008707378041995097,0.011164226564316183,0.35823192504455703
500,7344,84,101084,792,0.78,0.6403209784048226,2.095973919393457,0.005288424928856879,0.008259021814389846,0.011084400725554217,0.38889584206324523
500,7344,85,101085,784,0.71,0.6372799321175868,2.018386126950355,0.005609328729419023,0.008801985511735878,0.011321791288963419,0.3635585627159911
500,7344,86,101086,802,0.83,0.6539990537450425,2.0194797105904616,0.0056363471978733825,0.008618280356213906,0.011382488807948697,0.3738352044707085
500,7344,87,101087,756,0.86,0.6460735705694765,2.0481078098071666,0.005729209380791911,0.008867735257676528,0.011734038476820394,0.3780084892637997
500,7344,88,101088,737,0.68,0.6664598833778482,1.9655092862892165,0.00533526102053474,0.0080053745973333,0.010486505080637913,0.3639141203249908
500,7344,89,101089,799,0.84,0.7150073982522441,1.904267982170777,0.005770588796872058,0.008070670053173742,0.010988747484156847,0.3702076205681496
500,7344,90,101090,833,0.72,0.6939872529141576,1.9534943104083073,0.005770260286830772,0.0083146488103356,0.01127217063989892,0.3752352786733242
500,7344,91,101091,789,0.83,0.6262990385176355,2.056991290314001,0.005579239202044389,0.008908267231656124,0.011476446445183744,0.36881566507111596
500,7344,92,101092,757,0.73,0.6828612892406181,1.8853975000102774,0.005767752272365465,0.008446447855873548,0.010874505714996445,0.34644385221863583
500,7344,93,101093,827,0.89,0.6656791419789833,1.9528136053565621,0.005854957306293682,0.008795464567039918,0.011433640286512111,0.3593281970477845
500,7344,94,101094,820,0.57,0.6637665357343865,2.0068312713314973,0.0054551050120151025,0.008218409212178215,0.01094747532650909,0.3754946315757762
500,7344,95,101095,778,0.54,0.6419003418955883,2.004466403100748,0.0057124180105880655,0.008899228801964478,0.011450349982691392,0.3619563229665539
500,7344,96,101096,777,0.56,0.6728044412707482,1.9812756695002787,0.005496664000665561,0.008169779602351953,0.01089040664793674,0.37254668054077156
500,7344,97,101097,803,0.66,0.7419862169751283,1.825589667792287,0.005971128471131605,0.00804749243924535,0.010900830441958213,0.3569929839281738
500,7344,98,101098,801,0.64,0.7274870789658463,1.886636399839127,0.005820851604818002,0.00800131270110335,0.01098183051571164,0.3706803120779335
500,7344,99,101099,819,0.64,0.638786620867761,2.003579921630479,0.0057012337843252775,0.008925098926743997,0.011422877538795477,0.3597789759456881
500,7344,100,101100,808,0.9,0.68385305712864,1.932497222008871,0.00623346273705471,0.009115207824364716,0.01204614942285404,0.36292212462931017
500,7344,101,101101,814,0.97,0.6815797210259147,2.0082666421997497,0.005522801779319458,0.008102943219916416,0.011091258584888691,0.3857439669741224
500,7344,102,101102,796,0.55,0.6664281464456537,2.008889814343612,0.006161328873675257,0.00924530109740451,0.012377430817147423,0.3776321516685127
500,7344,103,101103,811,0.76,0.6879407342646344,1.9218464147518988,0.006002853940089235,0.008725830062244984,0.011536563323039805,0.3616520106590412
500,7344,104,101104,818,0.68,0.6671624101241699,1.9843545909197253,0.005803264446818887,0.008698428386783369,0.011515734447366279,0.3703531068780904
500,7344,105,101105,734,0.67,0.7013341263809781,1.8810727100733846,0.005623381643070712,0.008018120652546121,0.010577989747107948,0.35519401031058584
500,7344,106,101106,785,0.81,0.6571692583139814,2.031978779790235,0.005616523500504627,0.00854654022452945,0.011412656569218572,0.37950188726287826
500,7344,107,101107,806,0.7,0.6805617322588179,1.9799345889883702,0.00578594901372169,0.00850172547098386,0.01145580058239072,0.37640000007210994
500,7344,108,101108,736,0.71,0.6799805427679009,1.8965713510442839,0.005891352906024372,0.008664002181655481,0.01117337114045731,0.3486587483442297
500,7344,109,101109,804,0.88,0.6474178336891637,2.077484172425107,0.005482869368743908,0.00846882659611185,0.011390574333039907,0.38757715120707437
500,7344,110,101110,786,0.64,0.7153743134883462,1.8925115430785244,0.0064161832975807775,0.008968987530868762,0.012142700953179252,0.3664848171847084
500,7344,111,101111,834,0.77,0.681236984499748,1.9442345154268754,0.005972983918794453,0.008767850329178161,0.011612881495009853,0.365324004455446
500,7344,112,101112,777,0.95,0.7012552092513705,1.9354451825536743,0.005549625088647862,0.00791384508155369,0.010740995142802513,0.3732670953108401
500,7344,113,101113,848,0.72,0.6677772282281095,1.8936185913535906,0.006111035967115634,0.009151309312135055,0.011571971319760633,0.3405468758296927
500,7344,114,101114,831,0.76,0.6341571289201585,2.1077305913229805,0.005356359562003825,0.008446423319603177,0.011289762906960824,0.38870359832371904
500,7344,115,101115,808,0.71,0.6228633612937285,2.0323623415798346,0.005340970043303811,0.008574866295250151,0.010854786383516684,0.35899999102305813
500,7344,116,101116,743,0.68,0.7166635987273041,1.9028130233607976,0.005805540352286397,0.00810078865816017,0.011046857789977188,0.3705753584035555
500,7344,117,101117,770,0.81,0.6323635860573166,2.06158735008136,0.005586781016689049,0.008834760792476547,0.011517637071680823,0.37393661046045656
500,7344,118,101118,771,0.76,0.682801067476942,1.8855716112078345,0.005816472456928987,0.008518546226680303,0.010967375342157581,0.346469951269617
500,7344,119,101119,857,0.91,0.6507197813860714,1.996066803707667,0.005599722355806763,0.0086054281981086,0.011177419904405572,0.36456039607510793
1000,14688,0,102000,1530,1.68,0.6714195225431862,1.974463101781279,0.005608725986567226,0.008353534263231776,0.011074222508478788,0.36960539491106326
1000,14688,1,102001,1569,1.41,0.6539928763705176,2.0492249646425287,0.005758324105827567,0.008804872826420828,0.011800101512164717,0.3829206927908543
1000,14688,2,102002,1583,2.27,0.7063805694038084,1.94161799777343,0.006007502715607172,0.008504626225318682,0.011664275394295641,0.37792411228463696
1000,14688,3,102003,1581,1.44,0.6395492710728176,2.089583052539927,0.005474835452113269,0.00856045921673784,0.011440123376180654,0.38657590450143964
1000,14688,4,102004,1588,1.82,0.6628385646512664,2.053328832001076,0.005880419872968706,0.008871571731893,0.012074435669438749,0.38912293672655696
1000,14688,5,102005,1528,1.25,0.6705590571255011,1.9670637427217128,0.0056647615691858165,0.008447819038443926,0.011142947093908775,0.3667482898063701
1000,14688,6,102006,1591,2.29,0.6584305921955097,1.9303690474597537,0.005664136229015835,0.008602480346681655,0.010933873257087579,0.3475954842237835
1000,14688,7,102007,1594,1.97,0.630701693547039,2.1036859798546845,0.005548242436133419,0.008796936004611537,0.011671759825728673,0.3854749131693438
1000,14688,8,102008,1627,1.9,0.6786432982012736,2.0231799641749917,0.005773193598881065,0.008506963251803657,0.011680209618559484,0.3887028864621571
1000,14688,9,102009,1557,1.84,0.6645937884414685,1.9301958586966361,0.0058940406959657465,0.008868636449022185,0.011376652942342523,0.35118539609997956
1000,14688,10,102010,1567,1.75,0.6980704040122916,1.933836854745407,0.0058824852987596965,0.008426779397821481,0.011375766868239547,0.3710637330072323
1000,14688,11,102011,1660,2.18,0.6789425434919476,1.9432124598514804,0.005610177888253503,0.008263111425304342,0.010901767574437473,0.36371376389971777
1000,14688,12,102012,1565,1.97,0.6470307956701475,2.0559078178024466,0.005550716424903362,0.008578751524731266,0.01141176129236327,0.3809251881613559
1000,14688,13,102013,1492,2.13,0.6938315273286043,1.8869677938918354,0.00567090636232224,0.008173318938325574,0.01070081766787837,0.353123016841727
1000,14688,14,102014,1673,1.57,0.6945015313517661,1.9106592098792705,0.005951665760537128,0.008569694222204098,0.011371604999493377,0.3615078969332748
1000,14688,15,102015,1608,1.95,0.6760441544398793,1.9448572624427394,0.00601728831545677,0.008900732705014297,0.011702766880527937,0.3626284633041378
1000,14688,16,102016,1588,1.81,0.6896959934472586,1.9848694610571713,0.006032640277381292,0.008746810674118569,0.01197400345611759,0.3828525686641191
1000,14688,17,102017,1598,1.81,0.6361978100548268,2.0229080001941235,0.005672242515349938,0.008915847281620022,0.011474424763342629,0.36432151947282954
1000,14688,18,102018,1615,2.1,0.7221823639210655,1.8963691652402122,0.006138848895782271,0.00850041374930785,0.011641523756030423,0.37124800189894214
1000,14688,19,102019,1539,2.11,0.6814921095291675,1.9625893262354388,0.005750102966280163,0.008437519504448586,0.011285090706376183,0.3713997149038152
1000,14688,20,102020,1508,1.86,0.6619885994882593,2.0004331074002835,0.005683308611211531,0.008585206173648505,0.011369078705440672,0.37248588234190694
1000,14688,21,102021,1576,1.92,0.6410422135061046,2.0364152614459097,0.0054218918440438624,0.008457932613188555,0.011041223297120028,0.37145440845975797
1000,14688,22,102022,1559,2.02,0.6969493804237864,1.8917999430530954,0.005777845300266388,0.008290193610263513,0.010930527410013548,0.35647940932648625
1000,14688,23,102023,1563,2.01,0.6839212198130473,1.9223992978870266,0.005838179614941327,0.008536333492528888,0.011223312392701558,0.3596136058362832
1000,14688,24,102024,1625,1.67,0.6334241458158243,2.1158451089501424,0.005627614166897045,0.008884432657124098,0.011907159910087643,0.3906167829439049
1000,14688,25,102025,1541,1.41,0.6434400345130455,2.0300487512033425,0.005685179770948323,0.008835601557262221,0.011541192094380148,0.3709150142609067
1000,14688,26,102026,1593,1.53,0.6660231880046251,1.999060813306927,0.005558369215816279,0.008345609155844706,0.011111518085229878,0.374343889601232
1000,14688,27,102027,1571,1.61,0.6658857990638208,1.9946353099810465,0.005890141810179236,0.008845573547987174,0.011748684835379183,0.37287808956317015
1000,14688,28,102028,1576,2.29,0.6499333979733788,1.9755008181440343,0.0053999089202693,0.008308403502739337,0.010667524489895271,0.3574745276660144
1000,14688,29,102029,1669,1.73,0.6978753786394868,1.928558232029,0.005807968371351192,0.008322357471148888,0.011201005213933406,0.3692384936611418
1000,14688,30,102030,1503,1.55,0.6807993127882357,1.9558547912064412,0.005753991451386221,0.008451817361302206,0.011253971748754645,0.36885354211678956
1000,14688,31,102031,1548,1.77,0.6802974000168325,1.921513581032079,0.005843701448429039,0.008589921772866469,0.01122875169665323,0.3572917270226261
1000,14688,32,102032,1627,2.26,0.670062156129359,1.9752812577625003,0.005900227472077343,0.008805492771238184,0.01165460874212979,0.36910279149241654
1000,14688,33,102033,1542,1.88,0.6626663196331459,2.028357703812758,0.005618820197384112,0.008479109366075384,0.011396977233702784,0.38150575918632434
1000,14688,34,102034,1569,2.07,0.644194386994005,2.0243773736477224,0.005632812370491272,0.008743963754132637,0.011402937912825524,0.36960210453950015
1000,14688,35,102035,1537,1.81,0.716735999109412,1.8434198255421814,0.0060896497284889835,0.008496363704426376,0.011225781040104155,0.3503341379630175
1000,14688,36,102036,1567,2.18,0.6837993267400528,1.9132416883229848,0.005914102668191143,0.00864888635732658,0.011315107773805492,0.3564803218564526
1000,14688,37,102037,1630,2.23,0.66530425596105,1.9410028448581143,0.0058073244299662605,0.008728825011914921,0.011272033239578538,0.3552117380721683
1000,14688,38,102038,1586,2.13,0.664844903064166,1.973363790810323,0.005779220987180892,0.008692585233857353,0.011404505435193862,0.3655224111525779
1000,14688,39,102039,1639,2.27,0.6659009140959151,1.9057172275949166,0.005490951316302087,0.008245898451359058,0.010464200519361871,0.3436264078539061
1000,14688,40,102040,1529,2.32,0.6770790867448785,1.9989976361854205,0.005680505971250932,0.008389722976913228,0.01135531800886778,0.3804564109443608
1000,14688,41,102041,1604,2.14,0.6804357678512521,1.9068530827085601,0.005689999769937043,0.00836228787311621,0.010849993601915449,0.3524287590099374
1000,14688,42,102042,1548,2.02,0.6665722219023206,1.9300096142069156,0.005919469724582682,0.008880462656678365,0.01142463347945134,0.35227977300625823
1000,14688,43,102043,1541,1.92,0.6877634479431326,1.9774106973898513,0.0057817752238013675,0.008406633474187524,0.011432944177448426,0.379494534488516
1000,14688,44,102044,1684,2.28,0.6661774445409131,1.9611639294722663,0.005985598134262692,0.008984990685758783,0.011738739157232487,0.362342555725085
1000,14688,45,102045,1566,2.08,0.6622451557164752,2.0030260612637782,0.005610749600916309,0.008472315052038553,0.01123847767386071,0.3734442928284537
1000,14688,46,102046,1553,2.1,0.6244007739068059,2.1007770372812096,0.005530385748869806,0.008857109055561863,0.011618107388532934,0.3808158969750909
1000,14688,47,102047,1607,2.09,0.684313717733997,1.9312817087229786,0.005847166130587226,0.008544569514036992,0.011292524995867624,0.36277601112724056
1000,14688,48,102048,1483,1.27,0.6964369716544052,1.8979730824057006,0.005882826715709972,0.008447033909953338,0.01116544675487466,0.3582943459290102
1000,14688,49,102049,1593,1.37,0.6520830085562398,2.0267879601271996,0.006040412619157598,0.009263257192564364,0.012242635570709023,0.37498467044397765
1000,14688,50,102050,1594,1.66,0.6504421255748515,1.9721224135103337,0.005690140703553745,0.008748112214480082,0.0112216540175058,0.3566789309530427
1000,14688,51,102051,1582,2.09,0.6929706086724517,1.9295126209759557,0.005779023269073264,0.008339492608704348,0.011150698334590588,0.3669223462901622
1000,14688,52,102052,1565,1.8,0.6386923849414303,2.081157681654907,0.0056480734529465275,0.008843182705966457,0.01175453145315082,0.383588524278074
1000,14688,53,102053,1577,1.36,0.6889905005516183,1.9212972649173794,0.006142357552030394,0.00891501050756536,0.011801294764860606,0.3620459297216102
1000,14688,54,102054,1562,1.82,0.6658633716441474,1.9803647133164897,0.005779609964026191,0.008679873695042271,0.011445735629489855,0.3683462502045868
1000,14688,55,102055,1496,1.4,0.6565452778079615,1.9841855176274057,0.005479911078425099,0.008346585168841875,0.01087316019969706,0.3641914589075862
1000,14688,56,102056,1570,1.92,0.6931241060207227,1.883099520488947,0.0059730395729228536,0.008617561445401921,0.01124782795563253,0.3514036187307481
1000,14688,57,102057,1580,2.32,0.6927332526700124,1.9169550127288078,0.0060697595822892655,0.008762044493886352,0.011635456057328122,0.36264620814607407
1000,14688,58,102058,1628,1.82,0.67288692317608,1.9872431976059504,0.005766140630342567,0.008569256485362983,0.011458723744087553,0.37447671154903717
1000,14688,59,102059,1593,1.97,0.6351492995951236,2.016363904854052,0.005805652665241012,0.009140610985388523,0.0117063084783117,0.3616149925349863
1000,14688,60,102060,1620,1.5,0.6722429897935663,1.976177398919596,0.005661857011484191,0.0084223370082637,0.011188833862009508,0.37061385514136236
1000,14688,61,102061,1516,1.8,0.6411963266261425,2.0404575632443915,0.0058929243518563885,0.009190514834768123,0.012024262063372421,0.37279148162568865
1000,14688,62,102062,1651,2.07,0.6981589434462023,1.8858003801601533,0.005975060787034459,0.008558310171521675,0.011267771903669607,0.35509118027926134
1000,14688,63,102063,1602,2.01,0.6706619786141913,1.9644942560450942,0.005999493207265922,0.008945628943604128,0.011785969944855463,0.3659782681953322
1000,14688,64,102064,1595,2.13,0.7384846487348141,1.8137295371603637,0.006051992322001307,0.008195149800838372,0.010976677233081504,0.35102664402385597
1000,14688,65,102065,1493,1.78,0.6804510433731088,1.9620736200400268,0.005819504445166731,0.008552421958703276,0.011418296153567317,0.3706623908427916
1000,14688,66,102066,1674,2.46,0.681487454314781,1.9314919446253078,0.005814168639494442,0.008531585728662382,0.011230019891876601,0.3612765379634797
1000,14688,67,102067,1602,1.94,0.6898308538004597,1.9575817879406823,0.006028124494488533,0.008738554475025303,0.011800546725849884,0.3743222533424472
1000,14688,68,102068,1629,1.93,0.6810614303755748,1.9793111713056153,0.005824494149921144,0.008552083395339532,0.011528486338143122,0.37647592565147237
1000,14688,69,102069,1624,1.93,0.6302775967760571,2.080634472744992,0.005615620110934338,0.008909756811377852,0.01168405278865004,0.37841016361967184
1000,14688,70,102070,1565,1.86,0.6395228519331387,2.0411828505284775,0.005500477449158288,0.008600908368686965,0.011227480238940523,0.3720146676839786
1000,14688,71,102071,1500,1.78,0.686915967646005,1.9605079247812305,0.0057294119069640536,0.00834077554871551,0.01123255744793897,0.3736872693109945
1000,14688,72,102072,1590,2.12,0.6713605682858406,1.9217965735951152,0.0057393375747255984,0.008548815414315486,0.011029839285813354,0.35229550409593946
1000,14688,73,102073,1598,2.33,0.6807952514080704,1.9439447370272598,0.005829990729236529,0.008563500872220417,0.011333179795017067,0.36498441471009635
1000,14688,74,102074,1537,1.95,0.6558926747670702,2.0038572721267993,0.00554871020865144,0.008459783775786146,0.011118823302530398,0.3700550137688777
1000,14688,75,102075,1498,1.26,0.666874912073663,1.9387800787561833,0.005772778823706692,0.008656464232184267,0.011192148582468088,0.35538547627514483
1000,14688,76,102076,1594,2.14,0.6718590800234125,1.9411356608048302,0.005627776779924067,0.008376424383113128,0.010924278198559983,0.35903311374461333
1000,14688,77,102077,1620,1.95,0.7117608068784492,1.94735446874035,0.005951278914288998,0.008361346756910325,0.011589249588460897,0.38250420952837116
1000,14688,78,102078,1601,1.49,0.6579970264459563,2.050967699163019,0.005653993306706832,0.008592733826238978,0.011596157643339622,0.3857134590987312
1000,14688,79,102079,1572,1.84,0.7119725123660082,1.9009372852309745,0.005653898482353157,0.007941175233808214,0.010747706432015936,0.3675360504980151
1000,14688,80,102080,1489,1.47,0.6491159695201737,2.0083571044220228,0.005704318332266444,0.008787826213061858,0.011456308248492099,0.36750372672471576
1000,14688,81,102081,1577,1.72,0.6354384068920428,2.0325888920506103,0.005517575597140976,0.008683100576384233,0.011214962869798261,0.36688706247225167
1000,14688,82,102082,1488,1.74,0.6682037411484671,1.9044693466400073,0.005909149579194725,0.008843335071782815,0.011253794238287053,0.34455507455488077
1000,14688,83,102083,1653,1.88,0.6611533275502559,2.04894562085282,0.005661732409603611,0.008563418156846905,0.011600581827097804,0.3868777110290287
1000,14688,84,102084,1617,1.97,0.6533466986798501,2.0441220613473208,0.005751293738910306,0.008802820540046118,0.011756346412995274,0.3810103169948895
1000,14688,85,102085,1609,2.67,0.6751201390729663,1.9696104309615545,0.005597399604403086,0.008290968200251133,0.011024696647092398,0.3701247186553168
1000,14688,86,102086,1604,1.97,0.6993932414689856,1.9274672898169545,0.00588065850902954,0.008408228962404573,0.01133477691873818,0.3696881917538085
1000,14688,87,102087,1541,1.8,0.6937573080420661,1.8859072668285315,0.005950521489573747,0.008577237919651487,0.011222131718606468,0.35271837055975797
1000,14688,88,102088,1643,1.64,0.6552472278893233,2.0393035039748675,0.005499957224425266,0.008393713075508432,0.011216082039482333,0.3806362038443619
1000,14688,89,102089,1600,2.04,0.6357874599192783,2.0587614995854193,0.005719533306416772,0.008995983197188166,0.011775154966847345,0.37514552695756
1000,14688,90,102090,1600,1.54,0.6714809716387579,1.9554975806504895,0.006207462609117593,0.009244435615157047,0.012138678114107827,0.3635263214403833
1000,14688,91,102091,1639,2.06,0.6696743006738314,1.9975188777631334,0.005839096105340462,0.008719307429693986,0.011663704699490763,0.3759099741409748
1000,14688,92,102092,1613,2.12,0.6952829867770474,1.9319712878537347,0.005713451230157672,0.008217447196057702,0.011038223731217222,0.36897010037867894
1000,14688,93,102093,1541,1.84,0.6782358257923912,1.974635361688114,0.0057176349475225995,0.008430157668009674,0.011290244152601889,0.3734505461393477
1000,14688,94,102094,1630,1.98,0.6682465289928032,1.9705398516205852,0.005939891962980598,0.008888773387170963,0.011704793827374094,0.36655589287392465
1000,14688,95,102095,1582,2.05,0.704183440977576,1.9140233551916683,0.006014680455213712,0.008541354574972522,0.0115122388652939,0.3678017282082069
1000,14688,96,102096,1630,1.87,0.6849729790076963,1.9174012027689784,0.005954619353702807,0.00869321788770284,0.0114173943108212,0.3585297642071146
1000,14688,97,102097,1641,1.96,0.6592023616399438,2.0103957700995276,0.005926238586530214,0.008990014191980585,0.011914084986960945,0.3740076222875909
1000,14688,98,102098,1462,1.19,0.6773817832857455,1.9146587993102642,0.006038309134072285,0.008914188841604994,0.011561301716507042,0.35333847596381207
1000,14688,99,102099,1563,2.02,0.6820501476064249,1.9179037560951309,0.005896705393398458,0.00864555988161905,0.011309313422585319,0.35706683811698925
1000,14688,100,102100,1554,2.1,0.6637386752348291,1.9864517366366938,0.00554492017663107,0.00835407123845735,0.011014716314380632,0.3690717482690804
1000,14688,101,102101,1582,1.67,0.6881862741935515,1.9523473927245647,0.00569500314845378,0.008275380317817946,0.011118624548441924,0.3717575674308823
1000,14688,102,102102,1502,1.64,0.6608550501324425,1.9764991035769452,0.005672239515487087,0.008583182521417229,0.011211176317633954,0.36423165451059325
1000,14688,103,102103,1586,2.03,0.7211344372048001,1.837770342879049,0.006129094309377374,0.008499239522015407,0.011263867750482486,0.3506522734712426
1000,14688,104,102104,1522,1.67,0.6896279377392557,1.9044006796751594,0.006003535499357582,0.008705470255509695,0.011433137085430527,0.3567379781699961
1000,14688,105,102105,1623,2.07,0.6723581555158522,2.008032101033238,0.005531285412060208,0.008226694904617391,0.011106998667393758,0.38066165628225956
1000,14688,106,102106,1577,1.87,0.6668688416133993,1.9711907922970784,0.005876409601911644,0.008811942071988942,0.011583524499054372,0.36598089488653995
1000,14688,107,102107,1560,1.65,0.6943269932639611,1.9259697994418468,0.00591240119153172,0.008515297905584973,0.011387106137074082,0.36648965402442935
1000,14688,108,102108,1621,2.03,0.6770055849770129,1.913496939911212,0.005691798306322946,0.008407313665685942,0.010891238641740776,0.3527314736280819
1000,14688,109,102109,1581,1.49,0.6853210314060041,1.9337213020070085,0.005874770851738102,0.008572290331854294,0.011360169540415825,0.36413531804281596
1000,14688,110,102110,1553,1.39,0.7059123799869137,1.9284846313448694,0.005943404116082055,0.008419464347958077,0.01146176349573608,0.3734442143487213
1000,14688,111,102111,1594,1.69,0.6411488006144273,2.091011437538338,0.005345245231579499,0.008336980785828549,0.011176968915679994,0.38792770559585843
1000,14688,112,102112,1564,1.7,0.6658160313634882,2.007424616142783,0.005672059675555081,0.008518959304628908,0.011386232216940115,0.37683428943812547
1000,14688,113,102113,1582,1.99,0.6819422446807821,1.9290741221890477,0.005769297864261308,0.008460097477847149,0.01112940321314703,0.3607296334946585
1000,14688,114,102114,1616,1.81,0.6727745800026113,1.9731617863852347,0.0057051852070878345,0.008480084379920672,0.011257253434876047,0.36994979863111255
1000,14688,115,102115,1536,1.74,0.6835817558740747,1.971309347499557,0.006058967570041206,0.008863559505466604,0.011944099407018908,0.3753180308119908
1000,14688,116,102116,1551,1.95,0.7266601693915792,1.8569370114798118,0.006087039797000235,0.008376735169201326,0.011303249489400296,0.3601939433538527
1000,14688,117,102117,1662,2.07,0.6375412121569005,2.0736237584478383,0.005570745471921446,0.008737859397472913,0.011551630162842025,0.3806672881797819
1000,14688,118,102118,1592,2.22,0.6686200679236081,1.9654541410719293,0.005506794377439895,0.008236059073938928,0.010823351813170859,0.3651295047687888
1000,14688,119,102119,1547,1.8,0.6520141456135907,1.9796315744174846,0.00569788355175901,0.008738895605396575,0.011279710186416178,0.36005540397033553
2000,29377,0,103000,3142,5.2,0.6830096340699306,1.9122891835461917,0.00594420255563618,0.00870295565263956,0.011367034251950698,0.3557176883775933
2000,29377,1,103001,3226,4.89,0.7029842641210422,1.9511274433636965,0.005976771196785069,0.00850199855363472,0.011661442304753031,0.3792033021284831
2000,29377,2,103002,3080,4.67,0.6868714867591228,1.9233569612202674,0.005637450327173846,0.008207430990873012,0.01084282933030329,0.3615651000171375
2000,29377,3,103003,3180,4.58,0.6760067636393808,1.972458363855547,0.005598322631147414,0.00828145949458853,0.01104245829736851,0.3715266224259327
2000,29377,4,103004,3180,4.8,0.6701378432136433,1.9497603050082872,0.005889729699579402,0.008788833162048015,0.011483561175468303,0.3608880277929628
2000,29377,5,103005,3159,5.22,0.6464374855383459,2.0433770944035383,0.005638494357444907,0.008722412427474301,0.01152157021692652,0.37678170099500086
2000,29377,6,103006,3199,5.11,0.6743546807285463,1.9513321672569472,0.00572073782685241,0.008483277406293005,0.011163059741980712,0.3637938181174182
2000,29377,7,103007,3059,5.08,0.6690586288755282,1.965114795115229,0.005720838569636972,0.00855057886220204,0.011242104513659458,0.3652693134769003
2000,29377,8,103008,3120,4.9,0.6687105353083728,1.9872805267816924,0.005697358065356652,0.008519916712138148,0.011322248737385892,0.37215322206490764
2000,29377,9,103009,3193,4.41,0.6870013567018304,1.900352056169471,0.006119081606232611,0.008906942535905923,0.01162840931227293,0.3539088735774174
2000,29377,10,103010,3268,5.39,0.6857409099501602,1.9199569651503923,0.005923544662107596,0.008638167238028894,0.011372950832392906,0.3598094234848346
2000,29377,11,103011,3184,4.84,0.6712106368699194,1.9705025833270675,0.0056750864065888305,0.00845500070298895,0.011182772424787615,0.3682207518478522
2000,29377,12,103012,3172,4.92,0.6826965793326331,1.9609683003586629,0.005818966821852416,0.008523503702831968,0.011410809478491383,0.37154018075058626
2000,29377,13,103013,3119,4.23,0.6443827074436478,2.009699945765981,0.005676105987220939,0.008808594522560683,0.011407269894679882,0.36511099309848927
2000,29377,14,103014,3107,4.48,0.6679155352972072,1.986638805391276,0.005607195999288828,0.008395067494265954,0.011139473161621899,0.37150243595918575
2000,29377,15,103015,3185,5.15,0.6771936491638696,1.9488530950882457,0.005852592781428695,0.008642421246352335,0.011405843556378437,0.3645794826076213
2000,29377,16,103016,3274,5.03,0.6866236781841835,1.94476487634925,0.005906648319001388,0.00860245358071814,0.01148704218774124,0.3684578822560879
2000,29377,17,103017,3096,4.43,0.6889316107332917,1.9689758905590178,0.0057058984692100224,0.00828224221434218,0.01123477651985214,0.3774624417835639
2000,29377,18,103018,3189,4.94,0.6920811859977043,1.9144933280610692,0.005971867494632611,0.008628853977620511,0.011433100474538908,0.3614714790284408
2000,29377,19,103019,3136,5.26,0.6628311826976827,2.0252440930452904,0.0056157684971787645,0.00847239635637377,0.01137330197682112,0.38064755150859764
2000,29377,20,103020,3157,5.08,0.6896172657883894,1.9509776642338883,0.005734339329627809,0.008315249072356323,0.011187567951241784,0.37208924838643453
2000,29377,21,103021,3136,5.21,0.6644088011500844,1.9695491196842136,0.005604677757441255,0.008435586265172315,0.011038688143282117,0.36404290798095684
2000,29377,22,103022,3231,5.35,0.6761411778990976,1.986787641913875,0.005860690999789209,0.008667851021882025,0.011643948451457073,0.37613335878976706
2000,29377,23,103023,3337,5.85,0.6584092971748716,2.0142827667912147,0.005682209751434889,0.008630208862202185,0.011445577179608287,0.3747620417458536
2000,29377,24,103024,3164,4.19,0.6599899290963673,1.9790431740382675,0.005703004994710841,0.008641048511935893,0.011286493106288636,0.36454781075201825
2000,29377,25,103025,3206,5.09,0.7101254346701196,1.8800223065796136,0.005853171525659696,0.008242447376045218,0.011004093032476858,0.35952836548619227
2000,29377,26,103026,3248,4.32,0.6717798043045006,2.004964267390359,0.0059760069972582385,0.008895782455748652,0.011981680491177522,0.37939467406273086
2000,29377,27,103027,3119,4.76,0.6799935094418993,1.9212955917994348,0.005692323536897269,0.008371143926901905,0.01093663611853689,0.3570478476483958
2000,29377,28,103028,3095,5.08,0.6784050274539821,1.8864412786050353,0.005877835100822778,0.00866419743804373,0.011088190763025677,0.3442558461675326
2000,29377,29,103029,3193,4.71,0.6873871904278009,1.9066696413483895,0.005682464193067346,0.008266758927426067,0.010834581964970781,0.3562638980630467
2000,29377,30,103030,3204,4.56,0.6589942887920098,1.9872922430592785,0.005753453927664752,0.008730658255341334,0.0114337943612471,0.366609555612723
2000,29377,31,103031,3222,5.38,0.6589491360914378,2.0232896098915343,0.005802301163572381,0.008805385493012068,0.011739735657717559,0.3778528289526888
