chrom	win	n_sites	fst
1	18500000	6773	0.007823546262303492
1	18600000	5182	0.004241428694234717
1	18700000	5480	0.005313057260732906
1	18800000	6738	0.005028906014722494
1	18900000	5713	0.008786173487569517
1	19000000	4972	0.01293064322979693
1	19100000	6830	0.007244727554033783
1	19200000	5582	0.026340833023319257
1	19300000	7819	0.009646198040008562
1	19400000	7080	0.013923717407079378
1	19500000	6804	0.01100508389700437
1	19600000	6428	0.044393756359949785
1	19700000	5722	0.008260847466284617
1	19800000	4957	0.01595759662242097
1	19900000	4348	0.01704878212826486
1	20000000	4190	0.01415603745807798
1	20100000	3541	0.004091082544377998
1	20200000	2190	0.006549192844187877
1	20300000	1962	0.004851233312926507
1	20400000	2889	0.019576267793030365
1	20500000	3697	0.013591316883450463
1	20600000	3785	0.006800299391925663
1	20700000	3279	0.00938428024108992
1	20800000	2745	0.011900409140350727
1	20900000	3636	0.015620601561349062
1	21000000	4026	0.018331278917706587
1	21100000	3169	0.017841076029112144
1	21200000	4121	0.018027282255491436
1	21300000	5676	0.009668055289346259
1	21400000	4993	0.00970650077665378
1	21500000	5408	0.007449155792177909
1	21600000	5497	0.012185286178608958
1	21700000	6068	0.00903016340843813
1	21800000	5689	0.02200073578377689
1	21900000	5943	0.004799962651199336
1	22000000	5901	0.005406462014208562
1	22100000	7656	0.008346629331953643
1	22200000	7408	0.006179150783004186
1	22300000	7351	0.014970641386752977
1	22400000	6455	0.009398355589673689
1	22500000	7425	0.010231244266875586
1	22600000	12572	0.015206819855991356
1	22700000	11031	0.022203284448373082
1	22800000	10992	0.030796429428141647
1	22900000	11430	0.02910797034922333
1	23000000	10182	0.022937894412390962
1	23100000	10928	0.018896232794140023
1	23200000	11330	0.029826278097046927
1	23300000	10647	0.00893252405491946
1	23400000	10708	0.0186038260399489
1	23500000	10074	0.009999163642584734
1	23600000	8431	0.006667230015786687
1	23700000	11452	0.008957764732772107
1	23800000	10984	0.017436672052937575
1	23900000	12317	0.008171354901778453
1	24000000	14564	0.011569364406031978
1	24100000	16822	0.012955240485736756
1	24200000	15770	0.012890918146237298
1	24300000	17372	0.010896726301568122
1	24400000	17723	0.013869686294402767
1	24500000	17001	0.025008255343366752
1	24600000	17647	0.020407189163294998
1	24700000	18043	0.021143210231511833
1	24800000	17638	0.015336087064224253
1	24900000	16647	0.024810552799453652
1	25000000	17056	0.02816386937417558
1	25100000	18246	0.017855875676411153
1	25200000	18315	0.023909489736637844
1	25300000	18971	0.013814232696410349
1	25400000	17318	0.017389474597575488
1	25500000	17081	0.011100646269170948
1	25600000	19053	0.014248607470613192
