t_arrive,p_start,t_inv,t_rise,s_het,pi_i_over_pi_s,dxy_over_pi_i,f1_I,f1_S,ratio,l1_contrast,n
200000.0,0.18,730000.0,50000.0,0.00047305278660354246,0.6337836992045025,1.9806343915032727,0.542150251390734,0.43496158329394136,1.2464324947620857,0.04074839916520075,48
200000.0,0.25,730000.0,50000.0,0.00046033986462624054,0.7512260716952331,1.700949743939652,0.5158253978622195,0.435071802380813,1.1856098120804526,0.06536597094357456,48
200000.0,0.32,730000.0,50000.0,0.00044766638995567793,0.8441818535270641,1.535024697615679,0.49724459341014543,0.4338751480163177,1.146054563584832,0.08709192079126601,48
300000.0,0.18,730000.0,50000.0,0.00047305278660354246,0.6844749542949337,1.878971971962848,0.5519599652861458,0.42630189186704404,1.2947631146293206,0.04260596575762805,48
300000.0,0.25,730000.0,50000.0,0.00046033986462624054,0.7903931008055686,1.6458489166189196,0.5224458860081259,0.4271113125610065,1.2232077930118095,0.029871859062944386,48
300000.0,0.32,730000.0,50000.0,0.00044766638995567793,0.8786964239581577,1.5021295850366536,0.5067481634944521,0.42926786443023085,1.1804940585689105,0.05517154920703016,48
400000.0,0.18,730000.0,50000.0,0.00047305278660354246,0.7516774727405912,1.7612157558614934,0.5472730909377369,0.4238483033768511,1.2912003813098825,0.05288116724155884,48
400000.0,0.25,730000.0,50000.0,0.00046033986462624054,0.84971921770601,1.572807827685984,0.5223275358460571,0.42572764286388093,1.226905380943427,0.023182851524062402,48
400000.0,0.32,730000.0,50000.0,0.00044766638995567793,0.9251624053159141,1.4655080915115508,0.5092874546729063,0.42864585547349143,1.188131060104002,0.04884894893664295,48
200000.0,0.18,900000.0,50000.0,0.00047305278660354246,0.5254037330545535,2.6604116715684203,0.5945212779943255,0.43807462780699125,1.357123285067909,0.10276115303919574,48
200000.0,0.25,900000.0,50000.0,0.00046033986462624054,0.6508096654931376,2.1944681772477983,0.5526845088687096,0.43940808222422817,1.2577932250838229,0.016654866542952385,48
200000.0,0.32,900000.0,50000.0,0.00044766638995567793,0.7646946275354048,1.9275815364392042,0.5303306617173837,0.4420095358908293,1.1998172407039849,0.03348989568236365,48
300000.0,0.18,900000.0,50000.0,0.00047305278660354246,0.5703479669735246,2.507219255003268,0.6009059048518942,0.42690617169275674,1.4075830819432722,0.14301988931287932,48
300000.0,0.25,900000.0,50000.0,0.00046033986462624054,0.6844700631149708,2.121647213920738,0.5638006724914274,0.4303958621515577,1.3099583942860797,0.06766591531181196,48
300000.0,0.32,900000.0,50000.0,0.00044766638995567793,0.7928197937580247,1.8848681520446509,0.537273990052744,0.434946242473409,1.235265275537105,0.014851688961635398,48
400000.0,0.18,900000.0,50000.0,0.00047305278660354246,0.6175222637500118,2.3891474667793533,0.6006704550544012,0.4284985383771408,1.4018028097116264,0.16029059092580641,48
400000.0,0.25,900000.0,50000.0,0.00046033986462624054,0.7361240820412198,2.0363469005534847,0.5632949184758879,0.43000592489169026,1.3099701326621729,0.08160348771175274,48
400000.0,0.32,900000.0,50000.0,0.00044766638995567793,0.8331999313373709,1.8362249534909656,0.5386140208973383,0.43362705362489185,1.2421135083588795,0.02853362435340106,48
200000.0,0.18,1100000.0,50000.0,0.00047305278660354246,0.47983373491478093,3.254893959293464,0.6208972354120071,0.4406365876162289,1.4090914210527967,0.15038914825608382,48
200000.0,0.25,1100000.0,50000.0,0.00046033986462624054,0.5952446227101976,2.7041564379569287,0.5814959045734993,0.443382810193025,1.3114985317548673,0.06609404142547587,48
200000.0,0.32,1100000.0,50000.0,0.00044766638995567793,0.712745981448478,2.343431342901116,0.5551881161697754,0.4477631840034391,1.2399146155917793,0.008145218866213584,48
300000.0,0.18,1100000.0,50000.0,0.00047305278660354246,0.5111613181465641,3.1261580789325687,0.6328251096711999,0.4326823182270393,1.4625629081961713,0.19969142886005947,48
300000.0,0.25,1100000.0,50000.0,0.00046033986462624054,0.6249695982909679,2.629420462634947,0.5932248764192255,0.43742032051410684,1.3561895700730116,0.11646112118681103,48
300000.0,0.32,1100000.0,50000.0,0.00044766638995567793,0.7376182359400717,2.3080721425975326,0.5653940839934691,0.44265477454323443,1.277279985462456,0.05114377561479965,48
400000.0,0.18,1100000.0,50000.0,0.00047305278660354246,0.5532653580391382,2.9672740542867353,0.6299793400721262,0.4307463503357501,1.4625297221464133,0.22076335150430834,48
400000.0,0.25,1100000.0,50000.0,0.00046033986462624054,0.665698054675471,2.5319438207475256,0.5933913572262572,0.43610087910513146,1.3606745266000886,0.13580479328196315,48
400000.0,0.32,1100000.0,50000.0,0.00044766638995567793,0.7768522543317964,2.238754444343084,0.5645826675891062,0.44147305110343,1.2788609999590523,0.06429204430769674,48
