t_inv,p_hist,t_decline,t_fall,pi_i_over_pi_s,dxy_over_pi_i,f1_ratio,score,n
3000000.0,0.58,100000.0,100000.0,1.174634171178968,3.837748004739755,0.8677232437362462,3.1580602127752035,4
6000000.0,0.58,100000.0,100000.0,1.1618351112515837,6.668608384249788,0.8723791739461856,14.582254592721283,4
