t_inv,p_hist,t_decline,t_fall,pi_i_over_pi_s,dxy_over_pi_i,f1_ratio,score,n
750000.0,0.66,100000.0,100000.0,1.191802335712834,1.3115824534732,0.8994109551424222,0.025388321334355465,64
750000.0,0.66,175000.0,100000.0,1.1579159343711871,1.330820454181439,0.8667522844827699,0.025269722993239804,64
750000.0,0.7,100000.0,100000.0,1.2699926966332984,1.2954473975743919,0.8896477318685849,0.014169576897863325,64
750000.0,0.7,175000.0,100000.0,1.2269106493435742,1.3141428381392712,0.8542372628817917,0.01281856393623233,64
750000.0,0.74,100000.0,100000.0,1.3618583394078847,1.280170933918854,0.8733385492097702,0.00907340890612177,64
750000.0,0.74,175000.0,100000.0,1.3205194425307833,1.2956471040313087,0.8320071612758758,0.004874646292688581,64
800000.0,0.66,100000.0,100000.0,1.2238878859571611,1.3598736766311235,0.8847606794600411,0.01489919315134356,64
800000.0,0.66,175000.0,100000.0,1.1933630300660973,1.381935955117143,0.8518237099535414,0.015336263049902077,64
800000.0,0.7,100000.0,100000.0,1.311668666004698,1.3446412985354512,0.8772833797236309,0.005810096432845824,64
800000.0,0.7,175000.0,100000.0,1.2709466353634271,1.3564835024806283,0.8406791432663402,0.004651361880854164,64
800000.0,0.74,100000.0,100000.0,1.4215415637970013,1.3267484223809745,0.8620634872436823,0.006074193419605864,64
800000.0,0.74,175000.0,100000.0,1.3868130530050782,1.3434712756507825,0.8165480490787248,0.0015410709773283266,64
850000.0,0.66,100000.0,100000.0,1.2511361165224657,1.4162027973068207,0.8752488058279941,0.01006904776362056,64
850000.0,0.66,175000.0,100000.0,1.227842564005484,1.430103977466245,0.8408302966635341,0.010292563917975991,64
850000.0,0.7,100000.0,100000.0,1.349150266715358,1.3934688160536735,0.8654972679435858,0.002397147334660024,64
850000.0,0.7,175000.0,100000.0,1.3159964325240177,1.4087127543708224,0.8269010206278262,0.0011541716955649124,64
850000.0,0.74,100000.0,100000.0,1.478505366629561,1.372288348130148,0.8460789387299326,0.008917042739859762,64
850000.0,0.74,175000.0,100000.0,1.4325833925478004,1.3899980097041524,0.8047160069564431,0.0038789629974173966,64
