t_arrive,p_start,t_inv,t_rise,s_het,pi_i_over_pi_s,dxy_over_pi_i,f1_I,f1_S,ratio,l1_contrast,n
200000.0,0.15,900000.0,50000.0,0.00047897758483945595,0.3250791166107791,4.196417660646545,0.7041458911229506,0.43490400090030523,1.6190834981174724,0.32835163310981796,48
200000.0,0.25,900000.0,50000.0,0.00046033986462624054,0.37146831450008094,3.701370385376587,0.6787474776832066,0.43331510459841904,1.566406226047083,0.28190181201893083,48
200000.0,0.35,900000.0,50000.0,0.00044186672194400356,0.4061063038589255,3.4276035375686065,0.6701292574581877,0.4329840230448666,1.5476997343819952,0.2778874593257602,48
350000.0,0.15,900000.0,50000.0,0.00047897758483945595,0.39313614740474107,3.5949521054356643,0.697076378659889,0.42479425117378034,1.6409741344986328,0.3612969860155392,48
350000.0,0.25,900000.0,50000.0,0.00046033986462624054,0.4248612324915217,3.3404964847177196,0.680545395458916,0.42476002732194496,1.6021879453903973,0.33693157630862713,48
350000.0,0.35,900000.0,50000.0,0.00044186672194400356,0.46230587960417086,3.127161650163915,0.6654147491526547,0.4246829949459961,1.566850467458135,0.31335268076645095,48
200000.0,0.15,1100000.0,50000.0,0.00047897758483945595,0.33979218100131936,4.467027906006079,0.6932108965007385,0.43550473574277077,1.5917413511438392,0.3052801741804628,48
200000.0,0.25,1100000.0,50000.0,0.00046033986462624054,0.39655389489960857,3.875646001108272,0.6681991438201175,0.43474019902562766,1.5370079539866235,0.25900435584414305,48
200000.0,0.35,1100000.0,50000.0,0.00044186672194400356,0.45046873250594494,3.5108747192367518,0.6539277262853579,0.43577767385706634,1.5005994237782914,0.2447660201363906,48
350000.0,0.15,1100000.0,50000.0,0.00047897758483945595,0.4088324243395822,3.8744102910331684,0.6895411173271119,0.4230513326662176,1.629923047355465,0.34958422338170847,48
350000.0,0.25,1100000.0,50000.0,0.00046033986462624054,0.4479414899160215,3.5755534583392383,0.6720941382185144,0.4275263371065033,1.5720531810209522,0.3144220665143404,48
350000.0,0.35,1100000.0,50000.0,0.00044186672194400356,0.5004456308581142,3.2726595262558025,0.6526743407650134,0.4297659280818661,1.5186739993047693,0.278294913801212,48
200000.0,0.15,1400000.0,50000.0,0.00047897758483945595,0.3543521005915177,5.0291548723524135,0.6903368538002755,0.43911685787087434,1.572102827360079,0.2923078445233296,48
200000.0,0.25,1400000.0,50000.0,0.00046033986462624054,0.41949414479600183,4.2869326404176755,0.6618884130436017,0.43915569959133527,1.5071839296621554,0.23533327956906017,48
200000.0,0.35,1400000.0,50000.0,0.00044186672194400356,0.4596983369570169,4.014136233210645,0.6530142901499363,0.43909181887880966,1.4871930244962495,0.23013459754187057,48
350000.0,0.15,1400000.0,50000.0,0.00047897758483945595,0.42270054908211013,4.312495346007762,0.6855263907124577,0.42826588029464296,1.6007027929491415,0.3309764841677826,48
350000.0,0.25,1400000.0,50000.0,0.00046033986462624054,0.4755130964047563,3.899258585300883,0.6611791340883572,0.42836670368554547,1.543488624115179,0.2898065231144066,48
350000.0,0.35,1400000.0,50000.0,0.00044186672194400356,0.5383492789897033,3.5481873765542296,0.6425160497680465,0.43439006984888046,1.4791223243007623,0.2455193702357263,48
