t_inv,p_start,plateau,rep,s_het,s_hom,seed,seq_length,num_trees,wall_s,pi_i_over_pi_s,dxy_over_pi_i,pi_i,pi_s,dxy,fst
650000.0,0.025,0.0,19,4.0206861599121484e-05,2.4021351818005487e-05,901019,37148,3073,9.69,0.7728428249501396,1.6531786215629396,0.006413459301616844,0.008298529913932515,0.010602593807696948,0.3062080146431151
650000.0,0.025,0.0,20,4.0206861599121484e-05,2.4021351818005487e-05,901020,37148,3092,5.34,0.8035590430666505,1.5949550820108542,0.006417522347391024,0.007986373126857746,0.01023565988188954,0.29638657202090624
650000.0,0.025,0.0,21,4.0206861599121484e-05,2.4021351818005487e-05,901021,37148,3043,8.17,0.7824282936621663,1.664162754087407,0.006252244251362993,0.00799082075892128,0.010404752012575397,0.31555000094813357
650000.0,0.025,0.0,22,4.0206861599121484e-05,2.4021351818005487e-05,901022,37148,3121,6.61,0.7599830747631424,1.678380460033029,0.006263859830910737,0.008242104382210014,0.010513139944586374,0.31010315236075414
650000.0,0.025,0.0,23,4.0206861599121484e-05,2.4021351818005487e-05,901023,37148,3123,15.37,0.7799217878087858,1.6346337677293967,0.006300626600081681,0.008078536461692504,0.010299216998347576,0.3019293086027218
650000.0,0.025,0.0,24,4.0206861599121484e-05,2.4021351818005487e-05,901024,37148,3124,11.3,0.7803127590129328,1.6712438314178975,0.006386385936932875,0.008184392556917075,0.010673208102153076,0.31741336089424566
650000.0,0.025,0.0,25,4.0206861599121484e-05,2.4021351818005487e-05,901025,37148,3112,9.37,0.737992182353019,1.7294453091739925,0.00619247845831099,0.008390981105744037,0.01070955282188694,0.3191377919042965
650000.0,0.025,0.0,26,4.0206861599121484e-05,2.4021351818005487e-05,901026,37148,3068,9.73,0.7287026369897615,1.732042955129917,0.006161011893719794,0.008454768215428262,0.010671137246988998,0.3151723302372439
650000.0,0.025,0.0,27,4.0206861599121484e-05,2.4021351818005487e-05,901027,37148,3093,10.01,0.7995084542565853,1.631056228661387,0.0066571598416880085,0.008326565912149234,0.010858202024979679,0.310027308417791
650000.0,0.025,0.0,28,4.0206861599121484e-05,2.4021351818005487e-05,901028,37148,3090,12.19,0.7792514764817291,1.6378397430538594,0.006208971185618593,0.007967865795585918,0.010169299771282373,0.3029590384758233
650000.0,0.025,0.0,29,4.0206861599121484e-05,2.4021351818005487e-05,901029,37148,3105,10.37,0.7437256878833498,1.7338441049479991,0.006304908058730721,0.008477464421962549,0.010931727669869395,0.3238775732843572
650000.0,0.025,0.0,30,4.0206861599121484e-05,2.4021351818005487e-05,901030,37148,2998,8.05,0.8080584658281735,1.648936946589443,0.0064841892944759155,0.008024406115008417,0.01069201929634107,0.32152220233789996
650000.0,0.025,0.0,31,4.0206861599121484e-05,2.4021351818005487e-05,901031,37148,3151,8.98,0.7634901994585734,1.640461298484424,0.006512855182087203,0.008530371688733886,0.010684086868847783,0.2959984762626975
650000.0,0.025,0.0,32,4.0206861599121484e-05,2.4021351818005487e-05,901032,37148,3104,9.44,0.7523488712182413,1.7109993028418866,0.006151279243832972,0.008176099518661481,0.010524834497783983,0.3193537263929851
