t_inv,p_hist,t_decline,t_fall,pi_i_over_pi_s,dxy_over_pi_i,f1_ratio,score,n
200000.0,0.45,100000.0,100000.0,0.9810263219356976,1.0520540819158641,0.9084922394185222,0.14416768028585342,48
200000.0,0.58,100000.0,100000.0,0.9849273606717173,1.0489012883550994,0.9089845954261317,0.14380505135606067,48
200000.0,0.7,100000.0,100000.0,0.9866422654814526,1.0492594616651605,0.9157020257698919,0.14469915557068408,48
500000.0,0.45,100000.0,100000.0,0.9583244666418578,1.1914894141758732,0.9046904723155339,0.11454945566716818,48
500000.0,0.58,100000.0,100000.0,1.0203121910677215,1.1540828893784603,0.9359563817524045,0.10679976805879939,48
500000.0,0.7,100000.0,100000.0,1.0856121304135533,1.1381490546391424,0.959292656948626,0.09761349351311821,48
1000000.0,0.45,100000.0,100000.0,0.9003789697587875,1.8397324417855618,0.9299057949780876,0.23665292248750347,48
1000000.0,0.58,100000.0,100000.0,1.1365659628957696,1.6487939575911603,0.8828121806432301,0.06725178079201014,48
1000000.0,0.7,100000.0,100000.0,1.459140953550599,1.534941443694498,0.8328810831248014,0.017666827029341678,48
2000000.0,0.45,100000.0,100000.0,0.8713546660647338,3.2520047533642695,0.9495857767525513,1.968224585085727,48
2000000.0,0.58,100000.0,100000.0,1.190750172887619,2.797792896541873,0.869252803860766,1.058715939879278,48
2000000.0,0.7,100000.0,100000.0,1.59766596775129,2.5027114522234144,0.8029633858698487,0.6843275494340092,48
