t_arrive,p_start,t_inv,t_rise,s_het,pi_i_over_pi_s,dxy_over_pi_i,f1_I,f1_S,ratio,l1_contrast,n
200000.0,0.32,900000.0,50000.0,0.00044766638995567793,0.7052201513503525,2.1677875681626984,0.5519027259643136,0.4426666542427432,1.2467682412365966,0.008932460188337925,48
200000.0,0.4,900000.0,50000.0,0.00043118758431859067,0.8787526903185167,1.8424837223633521,0.5230785182558263,0.44856474695816917,1.1661159772428704,0.06110460474015862,48
200000.0,0.48,900000.0,50000.0,0.00040896643388163844,1.0632278212775939,1.6247802127908935,0.5047270590954523,0.4596402173091901,1.0980915944436023,0.11995846376294815,48
350000.0,0.32,900000.0,50000.0,0.00044766638995567793,0.7936731227243703,1.9894992224099581,0.5512001085088911,0.43618323984767154,1.2636893354760421,0.03991847513024863,48
350000.0,0.4,900000.0,50000.0,0.00043118758431859067,0.9040209616107772,1.7973608788733246,0.5311214450644316,0.4418609657321883,1.2020103296165427,0.031688141358346085,48
350000.0,0.48,900000.0,50000.0,0.00040896643388163844,1.0401597256039263,1.6351805808009736,0.5122538584073911,0.45159111870398316,1.1343311176656958,0.08880666792865649,48
500000.0,0.32,900000.0,50000.0,0.00044766638995567793,0.8791184169534496,1.8146592583471606,0.5371637731787037,0.43837119053077156,1.2253628540879156,0.0476263842405793,48
500000.0,0.4,900000.0,50000.0,0.00043118758431859067,0.9481811384823104,1.7132681682353474,0.5246827063146793,0.4417383416977307,1.1877680898111966,0.055887087640867535,48
500000.0,0.48,900000.0,50000.0,0.00040896643388163844,1.0699503536166295,1.5876276947835921,0.5089995247155924,0.4512623356632291,1.1279459518098398,0.09465776923074597,48
200000.0,0.32,1000000.0,50000.0,0.00044766638995567793,0.7659875182388035,2.280503304942237,0.5526833343883659,0.4519725186192949,1.2228250869692847,0.014109327680750619,48
200000.0,0.4,1000000.0,50000.0,0.00043118758431859067,0.8495854130381879,2.056387791862235,0.5372344442284505,0.45385450388691734,1.183715132553379,0.0433722666524063,48
200000.0,0.48,1000000.0,50000.0,0.00040896643388163844,1.0064361190468778,1.8559697995071183,0.520155976239633,0.46307113540724404,1.1232744528163823,0.09596246567069475,48
350000.0,0.32,1000000.0,50000.0,0.00044766638995567793,0.732286580481054,2.332233471242898,0.5760717502671321,0.4396038842298922,1.3104337130148596,0.08876462834918981,48
350000.0,0.4,1000000.0,50000.0,0.00043118758431859067,0.8748622583583927,2.0089207664973183,0.5450616324991332,0.4475059621986715,1.217998593406788,0.02815902262040267,48
350000.0,0.48,1000000.0,50000.0,0.00040896643388163844,1.038198932326708,1.824207506196685,0.5258737564713433,0.45935569173121404,1.144807315850244,0.0770960178552141,48
500000.0,0.32,1000000.0,50000.0,0.00044766638995567793,0.8182829629563521,2.1192004972799108,0.5641363024249723,0.4419669006039162,1.2764220615935726,0.07856925071532618,48
500000.0,0.4,1000000.0,50000.0,0.00043118758431859067,0.9769834843178042,1.8464649659946808,0.5302026233352479,0.450588741875576,1.1766885722183804,0.05878373701782885,48
500000.0,0.48,1000000.0,50000.0,0.00040896643388163844,1.0632926280660773,1.750445594002544,0.520681864202489,0.4611809377254527,1.1290186163601974,0.09113029438140018,48
